date,theme,tag,title,source,url,impact_direction,notes
2018-03-07,Industry & Supply chain,IND,AgriResearch Conference - Innovating for the future of farming and rural communities,EC Newsroom — Horizon2020 Environment,https://ec.europa.eu/newsroom/horizon2020/redirection/item/615671/en,+,"The EU AgriResearch Conference assembled over 500 people scientists, farmers, rural communities, industry, advisors, policy-makers, citizens and NGO representatives who wished to learn about EU agriculture and rural R&amp;I activities and achievements and have their say on how to shape the future of agriculture R&amp;I after 2020. The conference also provided this community multiple occasions to network. NEW! Conference report now available."
2018-04-09,Regulation,REG,"Confused by the difference between communication, dissemination and exploitation for your Horizon 2020 project?",EC Newsroom — Horizon2020 Energy,https://ec.europa.eu/newsroom/horizon2020/redirection/item/620768/en,+,"IPR Helpdesk has the answer. Read their new publication ""Making the Most of Your Horizon 2020 Project"", written in collaboration with the European Commission."
2018-04-11,Regulation,REG,FET-Open Research and Innovation Actions (RIA): next deadline on 16 May 2018,EC Newsroom — Horizon2020 Energy,https://ec.europa.eu/newsroom/horizon2020/redirection/item/621141/en,+,"Get ready for the next deadline for submission of RIA proposals under the Horizon 2020 Future and Emerging Technologies (FET-Open) programme: an information package with guidelines on proposal preparation, submission procedures and specific criteria for evaluation."
2018-04-27,Regulation,REG,Interactive innovation in action – Multi-Actor projects learning from each other,EC Newsroom — Horizon2020 Environment,https://ec.europa.eu/newsroom/horizon2020/redirection/item/624279/en,+,"The concept of “multi-actor approach”, a practical translation of the interactive innovation, has been introduced for the first time in the Horizon 2020 work programme 2014-2015 under the Societal challenge addressing agriculture and forestry. Since then, over 80 projects have been selected. The European Commission organised a workshop to trigger interaction and exchange of best practices between these projects’ coordinators and produce interesting recommendations for the future."
2018-05-02,Climate & Finance,FIN,Commission proposes biggest ever investment for a R&I programme in Europe,EC Newsroom — Horizon2020 Energy,https://ec.europa.eu/newsroom/horizon2020/redirection/item/625164/en,+,"Today the Commission presented its long-term budget proposal for the 2021-2027 period. Building on the success of the EU's past flagship research and innovation programmes, the Commission proposes to increase investment in research and innovation by allocating €114.8 billion from the future long-term EU budget."
2018-05-17,Climate & Finance,FIN,Future and Emerging Technologies: 375 proposals submitted under the Research and Innovation Actions call,EC Newsroom — Horizon2020 Energy,https://ec.europa.eu/newsroom/horizon2020/redirection/item/627349/en,+,"375 proposals have been submitted under the first Horizon 2020 Future and Emerging Technologies (FET) Open call of the European Innovation Council Pilot, that closed on 16 May, for an available budget of 123.7 million EUR."
2018-05-17,Climate & Finance,FIN,The latest Research and Innovation Framework Programme: Horizon Europe,EC Newsroom — Horizon2020 Energy,https://ec.europa.eu/newsroom/horizon2020/redirection/item/627384/en,+,"At the beginning of May, the European Commission announced a proposed budget of €100 billion for the next EU Research and Innovation Framework Programme, called Horizon Europe (2021-2027)."
2018-06-04,Regulation,REG,Protecting drinking water from farm pollutants,EC Newsroom — Horizon2020 Environment,http://ec.europa.eu/research/infocentre/article_en.cfm?&artid=48798&caller=other,+,An EU-funded study is exploring agricultural practices and EU policies related to drinking water quality and the use of pesticides and nitrogen. Results will inform an integrated EU response to a major environmental and health challenge.
2018-06-04,Regulation,REG,Developing a taste for high-protein plants,EC Newsroom — Horizon2020 Environment,http://ec.europa.eu/research/infocentre/article_en.cfm?&artid=47516&caller=other,+,"An EU-funded project is investigating protein-rich crops in Europe as attractive
alternatives to meat - a means to reduce the environmental impact of livestock on the
planet and provide farmers with a new source of income."
2018-06-04,CCUS,CCUS,LiRichFCC: creating longer lasting batteries by using jenga,EC Newsroom — Horizon2020 Energy,https://ec.europa.eu/newsroom/horizon2020/redirection/item/628922/en,+,The LiRichFCC project will explore an entirely new class of materials for electrochemical energy storage termed “Li-rich FCC” comprising a very high concentration of lithium in a cubic dense packed structure (FCC).
2018-06-07,Climate & Finance,FIN,Commission proposes most ambitious Research and Innovation programme so far,EC Newsroom — Horizon2020 Energy,http://europa.eu/rapid/press-release_IP-18-3570_en.htm,+,"For the next long-term EU budget 2021-2027, the Commission today proposed €100 billion for research and innovation. The new programme – Horizon Europe – will build on the achievements and success of the previous research and innovation programme (Horizon 2020) and keep the EU at the forefront of global research and innovation. Horizon Europe is the most ambitious research and innovation programme ever."
2018-06-13,Batteries & Storage,BAT,EIT InnoEnergy plays pivotal role within the European Battery Alliance,EC Newsroom — Horizon2020 Energy,https://eit.europa.eu/newsroom/eit-innoenergy-plays-pivotal-role-within-european-battery-alliance,+,"The European Battery Alliance (EBA) was launched by European Commission Vice President, Maroš Šefčovič to allow all Europeans to benefit from safer traffic, less polluting vehicles and more advanced technological solutions, while creating a competitive sustainable battery cell manufacturing value chain in Europe. 
EIT InnoEnergy is proud to be instrumental in achieving this European ambition, and ready to be a driving force behind the actions identified."
2018-07-10,Regulation,REG,EIT InnoEnergy supported start-up CorPower raises €8.2 million for full scale demonstration,EC Newsroom — Horizon2020 Energy,https://eit.europa.eu/newsroom/eit-innoenergy-corpower-full-scale-demonstration,+,"EIT InnoEnergy supported start-up CorPower Ocean has recently announced an investment of 8.2M€ from the Swedish Energy Agency to commercialise the technology at full scale.

After 18 months of testing and final verification of survival and power generation in Scotland, CorPower has indeed proven that its technology can produce electricity at a competitive cost. Read the full story!"
2018-07-16,Regulation,REG,4th Organic Innovation Days,EC Newsroom — Horizon2020 Environment,http://tporganics.eu/organic-innovation-days/,+,The 4th edition of the organic innovation days will look into European opportunities for funding organic research and innovation under Horizon 2020 and Horizon Europe. Registration opens on 20th July.
2018-07-25,CCUS,CCUS,FET-Open project AMADEUS: new materials and devices allowing the energy storage at temperatures higher than 1000 °C,EC Newsroom — Horizon2020 Energy,https://ec.europa.eu/newsroom/horizon2020/redirection/item/632208/en,+,"The storage of energy at temperatures higher than 1000 °C using molten silicon-based alloys is the objective of the FET-Open project AMADEUS, which will create a new generation of extremely compact and lower cost energy storage devices."
2018-08-10,CCUS,CCUS,Horizon 2020 Energy virtual info day,EC Newsroom — Horizon2020 Energy,https://ec.europa.eu/inea/en/news-events/events/horizon-2020-energy-virtual-info-day,+,"The event will provide information on the upcoming Horizon 2020 calls for funding in the areas of renewable energy sources, carbon capture and storage, and batteries"
2018-08-10,Regulation,REG,Horizon 2020 energy info day,EC Newsroom — Horizon2020 Energy,https://ec.europa.eu/inea/en/news-events/events/horizon-2020-energy-info-day,+,The event will present the upcoming funding opportunities offered by the EU's Horizon 2020 Programme to projects focusing on smart energy systems and smart cities and communities concepts.
2018-09-03,AI & Digital,AI,Developing digital industrial platforms - info session for applicants for EU-funding,EC Newsroom — Horizon2020 Environment,https://ec.europa.eu/digital-single-market/en/news/info-session-platforms-and-pilots-focus-area-digitising-and-transforming-european-industry-and,+,"On 10 September 2018, the European Commission will offer a web-based information session on the topics for which a call for proposals is currently open: agricultural digital integration platforms, smart and healthy living at home, interoperable and smart homes and grids, horizontal activities.

Application for funding closes on 14 November 2018."
2018-09-03,CCUS,CCUS,Register for the Horizon 2020 Energy virtual info day,EC Newsroom — Horizon2020 Energy,https://ec.europa.eu/inea/en/news-events/events/horizon-2020-energy-virtual-info-day,+,"You can now register for the virtual info day on upcoming Horizon 2020 funding opportunities for projects focusing on renewable energy technologies, carbon capture and storage and next-generation batteries. Connect with us on 13 September."
2018-09-19,Climate & Finance,FIN,Last call to register for H2020 Energy info day,EC Newsroom — Horizon2020 Energy,https://ec.europa.eu/inea/en/news-events/events/horizon-2020-energy-info-day,+,"It's the last chance to register for a Horizon 2020 Energy info day taking place in Brussels on 5 Oct. It will present funding opportunities for smart city and smart energy system projects, the available budget: over € 200 M."
2018-10-02,Regulation,REG,€9 million for projects on biodiversity and health: apply by 16 November,EC Newsroom — Horizon2020 Environment,http://www.biodiversa.org/1481,+,"The ERANET BiodivERsA calls for proposals on the theme
“Biodiversity and its influence on animal, human and plant health”. Visit their website for more information."
2018-10-05,Advanced materials,MAT,The power to innovate: winners of EIT Awards 2018 announced,EC Newsroom — Horizon2020 Energy,https://eit.europa.eu/newsroom/winners-eit-awards-2018-announced,+,"The European Institute of Innovation & Technology (EIT) rewards Europe’s top entrepreneurs Simone Accornero (Italy), Ioannis Tarnanas (Greece), Bieke Van Gorp (Belgium), Isabel Hoffmann (Canada) and Laura Soucek (Italy) for innovations in the fields of energy, health and food / raw materials.
Find out more about the 2018 EIT Awards winners!"
2018-10-05,Regulation,REG,Press release: EIT Awards winners 2018,EC Newsroom — Horizon2020 Energy,https://eit.europa.eu/interact/bookshelf/press-release-eit-awards-winners-2018,+,"The power to innovate: winners of EIT Awards 2018 announced.
The European Institute of Innovation & Technology (EIT) rewards Europe’s top entrepreneurs Simone Accornero (Italy), Ioannis Tamanas (Greece), Bieke Van Gorp (Belgium), Isabel Hoffmann (Canada) and Laura Soucek (Italy) for innovations in the fields of energy, health and food.
Press release in EN, DE, EL, ES, FR, HU, IT, NL"
2018-10-15,Regulation,REG,FET-Open innovators joined the EIC Innovators' Summit 2018 for the very first time,EC Newsroom — Horizon2020 Energy,https://ec.europa.eu/newsroom/horizon2020/redirection/item/636310/en,+,"As part of the European Innovation Council (EIC) pilot, the FET Open & FET Innovation Launchpad SMEs & researchers enjoyed the opportunity to network and build knowledge with over 700 innovators, investors and influencers at the EIC Innovators’ Summit 2018 that was held last 10 and 11 September in Berlin."
2018-10-17,Regulation,REG,Commission and Bill Gates launch €100 million clean energy fund,EC Newsroom — Horizon2020 Energy,http://europa.eu/rapid/press-release_IP-18-6125_en.htm,+,"Today, the European Commission and Breakthrough Energy, led by Bill Gates, launched a new investment fund – Breakthrough Energy Europe – to help innovative European companies develop and bring radically new clean energy technologies to the market."
2018-10-22,Wind,WND,EU loan helps kick-start construction of floating wind farm off the coast of Portugal,EC Newsroom — Horizon2020 Energy,https://ec.europa.eu/info/news/eu-loan-helps-kick-start-construction-floating-wind-farm-coast-portugal-2018-oct-19_en&pk_campaign=rtd_news,+,"he European Investment Bank today signed an agreement with the WindPlus consortium to provide a €60 million loan for installing a wind farm that will float in deep waters off the Portuguese coast. The loan will come from the InnovFin Energy Demonstration Projects facility (InnovFin EDP), which is funded under the EU’s research and innovation programme Horizon 2020."
2018-10-26,CCUS,CCUS,EIT InnoEnergy: call for electrical storage start-ups,EC Newsroom — Horizon2020 Energy,https://eit.europa.eu/newsroom/eit-innoenergy-call-electrical-storage-start-ups,+,"Got a brilliant innovation idea in the electrical storage area, and want to take it to market or scale-up? You could win €100,000 as well as investment and business support to grow your business from the world’s biggest sustainable player backed by a trusted ecosystem offered by EIT InnoEnergy.

Application deadline is 15 November 2018"
2018-11-12,Regulation,REG,€2 million prize awarded to most accurate electricity grid flow predictions,EC Newsroom — Horizon2020 Energy,https://ec.europa.eu/digital-single-market/en/news/big-data-prizes-awarded-most-accurate-electricity-grid-flow-predictions,+,"The European Commission today awarded the €2 million Big Data Technologies Horizon prize to three specialists for developing the most accurate predictions of electricity flow through a grid. The first prize of €1.2 million went to Professor José Vilar from Spain, while Belgians Sofie Verrewaere and Yann-Aël Le Borgne came in joint second place and won €400,000 each."
2019-01-07,Regulation,REG,Antibacterial self-cleaning metals - the goal of the TresClean project,EC Newsroom — Horizon2020 Environment,https://www.tresclean.eu/,+,"Using inspiration from nature, and in particular the lotus leaves, a team of European researchers is using lasers and photonics technology to develop the first fluid-repellent, antibacterial, metal surface taking us a step closer to self-cleaning saucepans, toilets, and dishwashers."
2019-01-09,Regulation,REG,Horizon 2020 Agri-Food calls - the multi-actor approach explained,EC Newsroom — Horizon2020 Environment,https://vimeo.com/306176371,+,"The Multi-Actor Approach in Horizon 2020 Agri-Food calls is a critical component for proposals but is one that applicants often get wrong. What it really means, how you can address it well in your proposal, and some good and bad examples, explained by Ian Holmes, H2020 UK National Contact Point for Food Security, Sustainable Agriculture and Forestry, Blue Growth and the Bioeconomy."
2019-01-30,Regulation,REG,Horizon 2020 Info Day on Societal Challenge 2 calls for proposals of 2020,EC Newsroom — Horizon2020 Environment,https://ec.europa.eu/newsroom/horizon2020/redirection/item/643521/en,+,Come and learn about the Societal Challenge 2 calls for 2020 and get some practical information on how to successfully apply to the open calls for proposals.
2019-02-08,Batteries & Storage,BAT,EU supports clean tech company in Estonia with €12 million,EC Newsroom — Horizon2020 Energy,http://www.eib.org/en/infocentre/press/releases/all/2019/2019-041-innovfin-eur-12-million-loan-from-eu-to-estonian-clean-tech-company-elcogen.htm,+,"The European Investment Bank (EIB) is lending €12 million to Estonian manufacturer Elcogen for bringing its highly-efficient fuel cell technology to the mass market. The loan is provided under InnovFin Energy Demonstration Projects, a joint initiative of the EIB Group and the European Commission, which supports research and innovation to transform the energy systems in Europe."
2019-02-11,Regulation,REG,European Conference on Crop Diversification 2019,EC Newsroom — Horizon2020 Environment,https://ec.europa.eu/newsroom/horizon2020/redirection/item/644314/en,+,"The European Conference on Crop Diversification will take place from the 18th to 21st of September 2019 in Budapest, Hungary. The conference will explore how we can achieve the full potential of cropping system diversification for improved productivity, delivery of ecosystem services and resource-efficient and sustainable value chains. Take part in the discussion – we look forward to your contribution!"
2019-03-20,Climate & Finance,FIN,"EU budget for 2021-2027: Commission welcomes provisional agreement on Horizon Europe, the future EU research and innovation programme",EC Newsroom — Horizon2020 Energy,http://europa.eu/rapid/press-release_IP-19-1676_en.htm,+,"The EU institutions have reached a partial political agreement, subject to formal approval by the European Parliament and Council, on Horizon Europe."
2019-03-20,Regulation,REG,New Horizon Impact Award 2019 contest opens: apply by 28 May,EC Newsroom — Horizon2020 Energy,https://ec.europa.eu/info/news/new-horizon-impact-award-2019-contest-opens-apply-28-may-2019-mar-20_en?pk_campaign=rtd_news,+,The European Commission is launching the first Horizon Impact Award – a prize dedicated to EU-funded projects whose results have created societal impact across Europe and beyond.
2019-03-20,Regulation,REG,Competition starts today: new prize to reward islands for local renewable energy production,EC Newsroom — Horizon2020 Energy,https://ec.europa.eu/info/news/competition-starts-today-new-prize-reward-islands-local-renewable-energy-production-2019-mar-19_en?pk_campaign=rtd_news,+,"The European Commission is launching the first edition of the RESponsible Island Prize, which is dedicated to islands with innovative and sustainable local renewable energy production for use in electricity, heating, cooling and transport."
2019-04-09,Regulation,REG,FET-Open project SUMCASTEC workshop on biomedical applications of electromagnetic energy,EC Newsroom — Horizon2020 Energy,https://ec.europa.eu/digital-single-market/en/news/fet-open-project-sumcastec-workshop-biomedical-applications-electromagnetic-energy,+,The Biomedical Applications of Electromagnetic Energy workshop features the technological developments made by the project Semiconductor-based Ultrawideband Micromanipulation of CAncer STEm Cells (SUMCASTEC).
2019-04-17,Climate & Finance,FIN,Statement by Commissioner Moedas on the European Parliament's vote on Horizon Europe,EC Newsroom — Horizon2020 Energy,http://europa.eu/rapid/press-release_STATEMENT-19-2163_en.htm,+,"The European Parliament endorsed today the provisional agreement reached by the co-legislators on
Horizon Europe, the EU research and innovation programme for the next budget period from 2021 to
2027."
2019-07-02,Regulation,REG,Commission to invest €11 billion in new solutions for societal challenges and drive innovation-led sustainable growth,EC Newsroom — Horizon2020 Energy,https://ec.europa.eu/info/news/commission-invest-eu11-billion-new-solutions-societal-challenges-and-drive-innovation-led-sustainable-growth-2019-jul-02_en&pk_campaign=rtd_news,+,The European Commission today announced how it will spend the last and biggest annual tranche - €11 billion - of the EU research and innovation funding programme Horizon 2020 in the final year of the programme.
2019-07-15,Regulation,REG,EU and China look ahead to future food and agriculture R&I,EC Newsroom — Horizon2020 Environment,https://ec.europa.eu/newsroom/horizon2020/redirection/item/655555/en,+,"China and the EU cooperate since 2013 on food, agriculture and biotechnology research and innovation. The European Commission invited 60 European and Chinese experts to explore possibilities for future collaboration after Horizon 2020. Reports are now available."
2019-07-31,Regulation,REG,Have your say on shaping the way Horizon Europe is implemented,EC Newsroom — Horizon2020 Energy,https://ec.europa.eu/info/news/have-your-say-shaping-way-horizon-europe-implemented-2019-jul-31_en&pk_campaign=rtd_news,+,"How should the next EU research and innovation programme be implemented, to ensure that it achieves its ambitious objectives? Where can we simplify further? How should we deal with the novel features in the new programme? What should the legal documents, processes and tools for the programme look like? Share your views now with the European Commission."
2019-12-11,Batteries & Storage,BAT,€90 million available for Horizon 2020 new Next-Generation Batteries projects,EC Newsroom — Horizon2020 Energy,https://ec.europa.eu/inea/en/news-events/newsroom/eur-90-million-available-horizon-2020-new-next-generation-batteries-projects,+,"Four next-generation batteries topics under the 2018-2020 Horizon 2020 Work Programme are open for application as of today, 3 December. They make available EU funding of €90 million.

The projects will be selected for funding in a single-stage evaluation. The deadline to submit a proposal is 21 April 2020."
2019-12-11,Regulation,REG,€83 million available for Horizon 2020 energy projects,EC Newsroom — Horizon2020 Energy,https://ec.europa.eu/inea/en/news-events/newsroom/eur-83-million-available-horizon-2020-energy-projects,+,"Six energy topics under the 2018-2020 Horizon 2020 Work Programme are open for application as of today, 3 December. They make available EU funding of <strong>€83 million</strong> in total.

The topics relate to renewable energy solutions (RES).

The projects will be selected for funding in a single-stage evaluation. The deadline to submit a proposal is 21 April 2020."
2019-12-19,Regulation,REG,"EIC Horizon Prize, Blockchain for Social Good - Finalists' Day",EC Newsroom — Horizon2020 Energy,https://www.ngi.eu/event/blockchains-for-social-good/,+,"Finalists’ day of the Blockchain for Social Good EIC Prize will be held on 10 February, 2020, in the Atrium of JRC, Brussels.

The interactive event features discussions among the 24 finalists as well as an engaged audience, plus poster presentations of the different applications."
2020-01-23,Advanced materials,MAT,FLIPT: how to replace plastic with the creation of a sustainable and resistant fibre,EC Newsroom — Horizon2020 Energy,https://ec.europa.eu/newsroom/horizon2020/redirection/item/667153/en,+,"The FLIPT project tests and develops a novel way of polymer processing via controlled solidification derived from natural materials with reduced use of water and energy (""aquamelt"" concept)."
2020-01-27,Regulation,REG,Launch of the last Horizon 2020 call for proposals from the EIC Pathfinder FET Innovation LaunchPad,EC Newsroom — Horizon2020 Energy,https://ec.europa.eu/newsroom/horizon2020/redirection/item/667347/en,+,The Future and Emerging Technologies (FET) Innovation LaunchPad aims to turn results from FET funded projects into societal or economic innovations. Up to EUR 100.000 is available to support short actions focused on the non-scientific aspects and the early stages of turning a FET result into a genuine innovation with socio-economic impacts.
2020-04-08,Regulation,REG,Dream the future and apply for the EIC Pathfinder Open funds,EC Newsroom — Horizon2020 Energy,https://ec.europa.eu/newsroom/horizon2020/redirection/item/673961/en,+,EIC Pathfinder Open: new deadline for submission of applications
2020-04-28,Regulation,REG,Three islands receive EU Prize for innovative renewable energy solutions,EC Newsroom — Horizon2020 Energy,https://ec.europa.eu/info/news/three-islands-receive-eu-prize-innovative-renewable-energy-solutions-2020-apr-28_en&pk_campaign=rtd_news,+,"<p>The Danish island of Bornholm is the first ever winner of the EU RESponsible Island Prize. The Danish island won the title in recognition for its innovative energy solutions and its contribution to a sustainable and climate-friendly Europe, the European Commission announced today. The award comes with a €500,000 cash prize funded by Horizon 2020, the EU research and innovation programme.</p>"
2020-06-03,Regulation,REG,FET Innovation Launchpad call is open! Do not miss the chance to transform your project results into more concrete market opportunities,EC Newsroom — Horizon2020 Energy,https://ec.europa.eu/newsroom/horizon2020/redirection/item/678732/en,+,The Future and Emerging Technologies (FET) Innovation LaunchPad call is open! Projects aiming to transform results from Pathfinder/FET funded projects into societal or economic innovations are sought for. A lump sum up to EUR 100.000 per project is available to support short actions focused on non-scientific aspects and on turning early stage Pathfinder results into a genuine innovation with socio-economic impacts
2020-06-19,Regulation,REG,Twelve finalists in the running for the EIC Horizon Prize for Affordable High-Tech for Humanitarian Aid,EC Newsroom — Horizon2020 Energy,https://ec.europa.eu/info/news/twelve-finalists-running-eic-horizon-prize-affordable-high-tech-humanitarian-aid-2020-jun-19_en,+,"On the occasion of World Refugee Day on 20 June, the Commission is announcing the 12 projects that are in the shortlist for the EIC Horizon Prize for Affordable High-Tech for Humanitarian Aid.

This €5 million prize is run under Horizon 2020, the EU research and innovation programme, and will reward the best, proven, cost-effective, tech-based solutions for humanitarian aid."
2020-09-07,Regulation,REG,The new EIC Pathfinder : Science-towards-technology breakthrough live session,EC Newsroom — Horizon2020 Energy,https://ec.europa.eu/newsroom/horizon2020/redirection/item/686442/en,+,"The new EIC Pathfinder presents the Science-towards-technology breakthrough live session on the 22nd September 2020.  The session will offer an insight into the Pathfinder/FET programme within Horizon Europe, from a broad perspective with the participation of very relevant panellists."
2020-09-16,Regulation,REG,FET Innovation LaunchPad Call closure 14/10/2020 - Apply to transform your project results into more concrete market opportunities,EC Newsroom — Horizon2020 Energy,https://ec.europa.eu/newsroom/horizon2020/redirection/item/687331/en,+,"Count down has started for the Future and Emerging Technologies (FET) Innovation LaunchPad call closure on the 14th of October 2020!This call aims to to transform results from Pathfinder/FET funded projects into societal or economic innovations.
A lump sum up to EUR 100.000 per project is available to support short actions focused on non-scientific aspects and on turning early stage Pathfinder results into a genuine innovation with socio-economic impacts."
2020-09-22,Regulation,REG,European Research and Innovation days Opening Ceremony,EC Newsroom — Horizon2020 Energy,https://ec.europa.eu/newsroom/horizon2020/redirection/item/687871/en,+,
2020-10-15,Regulation,REG,The EIC Innovation LaunchPad call receives 118 submitted applications - the largest ever response since the beginning of the programme,EC Newsroom — Horizon2020 Energy,https://ec.europa.eu/newsroom/horizon2020/redirection/item/690650/en,+,A very high number of applications received for the last EIC Innovation LaunchPad call under Horizon 2020.The results about the funded proposals will be released by the end of January 2021.
2020-10-29,Hydrogen (H2),H2,The 112CO2 project helps with reducing CO2 emissions,EC Newsroom — Horizon2020 Energy,https://ec.europa.eu/newsroom/horizon2020/redirection/item/692222/en,+,"The new project, supported under the EIC Pathfinder (FET Proactive) programme, investigates innovative methods of methane decomposition for cost-effective production of carbon dioxide-free hydrogen."
2020-10-30,CCUS,CCUS,A new Pathfinder project develops zero-emission molecular solar energy storage system,EC Newsroom — Horizon2020 Energy,https://ec.europa.eu/newsroom/horizon2020/redirection/item/692333/en,+,The project called MOST works on developing a zero-emission solar energy storage system based on all-renewable materials.
2020-11-05,CCUS,CCUS,FOXES: A new Pathfinder project enabling decarbonisation for IoT technologies,EC Newsroom — Horizon2020 Energy,https://ec.europa.eu/newsroom/horizon2020/redirection/item/692876/en,+,FOXES (an acronym for Fully Oxide-based Zero-Emission and Portable Energy Supply) wants to develop a novel stand-alone zero emission solid-state power generating and storage system.
2020-11-09,Regulation,REG,European Innovation Council invests €191 million in 58 game-changing technologies,EC Newsroom — Horizon2020 Energy,https://ec.europa.eu/newsroom/horizon2020/redirection/item/693263/en,+,"Fifty-eight novel, high-impact technologies have been selected in the last round of investment from the European Innovation Council (EIC) ‘Pathfinder Open’ Pilot, funded under Horizon 2020, the EU research and innovation programme."
2020-11-11,Regulation,REG,The breakthrough innovation cycle achieved thanks to the EIC Pathfinder programme funds,EC Newsroom — Horizon2020 Energy,https://ec.europa.eu/newsroom/horizon2020/redirection/item/693299/en,+,"A spin-off company, named Biomimetic, was newly created, implementing a technology invented within the FET /Pathfinder open project LiNabioFluid that was further developed thanks to the Innovation Launchpad funding given to the LaBionicS project."
2020-11-19,Solar (PV/CSP),SOL,LICROX designs a new type of solar fuel production inspired by nature,EC Newsroom — Horizon2020 Energy,https://ec.europa.eu/newsroom/horizon2020/redirection/item/694456/en,+,A new Pathfinder project called LICROX explores new ways of solar fuel production based on conversion of sunlight into molecules capable of storing chemical energy.
2020-11-25,Regulation,REG,Thermophotonics as a solution to recovering energy from waste heat,EC Newsroom — Horizon2020 Energy,https://ec.europa.eu/newsroom/horizon2020/redirection/item/695112/en,+,The TPX-Power project will try to develop new thermophotonic technology in order to resolve global problem of rapidly increasing waste heat from various industrial and societal activities.
2020-12-01,Regulation,REG,MetaVEH will revolutionise sensor applications,EC Newsroom — Horizon2020 Energy,https://ec.europa.eu/newsroom/horizon2020/redirection/item/695723/en,+,A new Pathfinder project focuses on harvesting as the power source for remotely located sensors and smart structures.
2020-12-07,Hydrogen (H2),H2,Breakthrough research on hydrogen-metal systems for clean energy,EC Newsroom — Horizon2020 Energy,https://ec.europa.eu/newsroom/horizon2020/redirection/item/696434/en,+,"HERMES, a new Pathfinder project, wants to study hydrogen (and deuterium) evolution in unconventional conditions, such as on metal-hydrides."
2020-12-07,Advanced materials,MAT,VISORSURF project has developed an app that will revolutionize Wireless efficiency,EC Newsroom — Horizon2020 Energy,https://ec.europa.eu/newsroom/horizon2020/redirection/item/696516/en,+,The EIC Pathfinder project VISORSURF has developed planar materials with software-programmable electromagnetic behavior that will revolutionize wireless technology with an app.
2020-12-09,Hydrogen (H2),H2,A new Pathfinder project works on green supply of electrical power on demand,EC Newsroom — Horizon2020 Energy,https://ec.europa.eu/newsroom/horizon2020/redirection/item/696751/en,+,"The new project LESGO targets its research on hydrogen and its exploitability for electric storage, and wants to improve it thanks to use of 2D-materials."
2020-12-14,Hydrogen (H2),H2,Exploring a new source of clean energy with CleanHME,EC Newsroom — Horizon2020 Energy,https://ec.europa.eu/newsroom/horizon2020/redirection/item/697403/en,+,"CleanHME, a new Pathfinder project, explores the use of hydrogen–metal energy for powering for small mobile systems and in stand-alone heat and electricity generators."
2020-12-18,CCUS,CCUS,Improving storage efficiency of energy from renewable sources,EC Newsroom — Horizon2020 Energy,https://ec.europa.eu/newsroom/horizon2020/redirection/item/698026/en,+,A new Pathfinder project called NANOSTACKS wants to develop a novel screening method to find efficient fuel cells that rely on cheap materials.
2020-12-22,Regulation,REG,HiPowAR: Powering the way for renewable ammonia,EC Newsroom — Horizon2020 Energy,https://ec.europa.eu/newsroom/horizon2020/redirection/item/698267/en,+,A new Pathfinder project called HiPowAR develops a reactor for the direct energy conversion of ammonia fuel to power.
2021-01-19,CCUS,CCUS,EPISTORE sets a revolution in energy technologies,EC Newsroom — Horizon2020 Energy,https://ec.europa.eu/newsroom/horizon2020/redirection/item/699580/en,+,EPISTORE is a new project supported under the EIC Pathfinder scheme. Its objective is to propose a novel paradigm technology for energy storage enhanced by breakthrough nanoscale concepts.
2021-01-29,Industry & Supply chain,IND,Electro-Intrusion develops a game-changing technology (not only) for automotive industry,EC Newsroom — Horizon2020 Energy,https://ec.europa.eu/newsroom/horizon2020/redirection/item/700962/en,+,Electro-Intrusion develops a low-cost and environment friendly technology for conversion of abundant waste energy into useful electricity.
2021-02-08,CCUS,CCUS,New solution for solar energy conversion and storage by LIGHT-CAP,EC Newsroom — Horizon2020 Energy,https://ec.europa.eu/newsroom/horizon2020/redirection/item/701789/en,+,LIGHT-CAP is an EIC Pathfinder project develops an eco-friendly technology for efficient harness of solar energy as a primary resource.
